[VAMS][2015-09-22 15:43:11,217] INFO | mina 服务器启动 ... 端口号为 : 9999 | [main] com.ds.mina.server.MinaServer.main(37)
[VAMS][2015-09-22 15:48:56,140] DEBUG | Processing a MESSAGE_RECEIVED for session 6 | [NioProcessor-7] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2015-09-22 15:48:56,284] DEBUG | Processing a MESSAGE_RECEIVED for session 6 | [NioProcessor-7] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2015-09-22 15:48:56,285] INFO | 服务端收到的数据为 : bye | [NioProcessor-7] com.ds.mina.server.MinaServerHandler.messageReceived(47)
[VAMS][2015-09-22 15:48:56,285] INFO | 服务器接收连接断开... | [NioProcessor-7] com.ds.mina.server.MinaServerHandler.messageReceived(51)
[VAMS][2015-09-22 15:51:46,683] INFO | 服务端与客户端创建连接... | [NioProcessor-8] com.ds.mina.server.MinaServerHandler.sessionCreated(17)
[VAMS][2015-09-22 15:51:46,683] INFO | 服务端与客户端连接打开... | [NioProcessor-8] com.ds.mina.server.MinaServerHandler.sessionOpened(22)
[VAMS][2015-09-22 15:51:47,013] DEBUG | Processing a MESSAGE_RECEIVED for session 7 | [NioProcessor-8] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2015-09-22 15:51:47,180] DEBUG | Processing a MESSAGE_RECEIVED for session 7 | [NioProcessor-8] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2015-09-22 15:51:47,324] DEBUG | Processing a MESSAGE_RECEIVED for session 7 | [NioProcessor-8] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2015-09-22 15:51:47,325] INFO | 服务端收到的数据为 : aa | [NioProcessor-8] com.ds.mina.server.MinaServerHandler.messageReceived(47)
[VAMS][2015-09-22 15:51:47,327] INFO | 服务端信息发送成功... | [NioProcessor-8] com.ds.mina.server.MinaServerHandler.messageSent(63)
[VAMS][2015-09-22 15:51:49,226] INFO | 服务端与客户端创建连接... | [NioProcessor-9] com.ds.mina.server.MinaServerHandler.sessionCreated(17)
[VAMS][2015-09-22 15:51:49,226] INFO | 服务端与客户端连接打开... | [NioProcessor-9] com.ds.mina.server.MinaServerHandler.sessionOpened(22)
[VAMS][2015-09-22 15:51:49,483] DEBUG | Processing a MESSAGE_RECEIVED for session 8 | [NioProcessor-9] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2015-09-22 15:51:49,671] DEBUG | Processing a MESSAGE_RECEIVED for session 8 | [NioProcessor-9] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2015-09-22 15:51:49,822] DEBUG | Processing a MESSAGE_RECEIVED for session 8 | [NioProcessor-9] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2015-09-22 15:51:49,822] INFO | 服务端收到的数据为 : aa | [NioProcessor-9] com.ds.mina.server.MinaServerHandler.messageReceived(47)
[VAMS][2015-09-22 15:51:49,824] INFO | 服务端信息发送成功... | [NioProcessor-9] com.ds.mina.server.MinaServerHandler.messageSent(63)
[VAMS][2015-09-22 16:06:07,113] INFO | 服务端与客户端创建连接... | [NioProcessor-1] com.ds.mina.server.MinaServerHandler.sessionCreated(17)
[VAMS][2015-09-22 16:06:07,113] INFO | 服务端与客户端连接打开... | [NioProcessor-1] com.ds.mina.server.MinaServerHandler.sessionOpened(22)
[VAMS][2015-09-22 16:06:09,806] DEBUG | Processing a MESSAGE_RECEIVED for session 9 | [NioProcessor-1] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2015-09-22 16:06:09,956] DEBUG | Processing a MESSAGE_RECEIVED for session 9 | [NioProcessor-1] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2015-09-22 16:06:10,164] DEBUG | Processing a MESSAGE_RECEIVED for session 9 | [NioProcessor-1] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2015-09-22 16:06:10,165] INFO | 服务端收到的数据为 : ll | [NioProcessor-1] com.ds.mina.server.MinaServerHandler.messageReceived(47)
[VAMS][2015-09-22 16:06:10,167] INFO | 服务端信息发送成功... | [NioProcessor-1] com.ds.mina.server.MinaServerHandler.messageSent(63)
[VAMS][2015-09-22 16:06:11,559] INFO | 服务端与客户端创建连接... | [NioProcessor-2] com.ds.mina.server.MinaServerHandler.sessionCreated(17)
[VAMS][2015-09-22 16:06:11,559] INFO | 服务端与客户端连接打开... | [NioProcessor-2] com.ds.mina.server.MinaServerHandler.sessionOpened(22)
[VAMS][2015-09-22 16:06:12,485] DEBUG | Processing a MESSAGE_RECEIVED for session 10 | [NioProcessor-2] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2015-09-22 16:06:12,652] DEBUG | Processing a MESSAGE_RECEIVED for session 10 | [NioProcessor-2] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2015-09-22 16:06:12,812] DEBUG | Processing a MESSAGE_RECEIVED for session 10 | [NioProcessor-2] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2015-09-22 16:06:12,813] INFO | 服务端收到的数据为 : bb | [NioProcessor-2] com.ds.mina.server.MinaServerHandler.messageReceived(47)
[VAMS][2015-09-22 16:06:12,814] INFO | 服务端信息发送成功... | [NioProcessor-2] com.ds.mina.server.MinaServerHandler.messageSent(63)
[VAMS][2015-09-22 16:36:18,357] INFO | 服务端与客户端创建连接... | [NioProcessor-3] com.ds.mina.server.MinaServerHandler.sessionCreated(17)
[VAMS][2015-09-22 16:36:18,357] INFO | 服务端与客户端连接打开... | [NioProcessor-3] com.ds.mina.server.MinaServerHandler.sessionOpened(22)
[VAMS][2015-09-22 16:36:18,367] INFO | 客户端连接session创建... | [NioProcessor-2] com.ds.mina.first.client.MinaClientHandler.sessionCreated(15)
[VAMS][2015-09-22 16:36:18,370] INFO | 客户端连接session打开... | [NioProcessor-2] com.ds.mina.first.client.MinaClientHandler.sessionOpened(20)
[VAMS][2015-09-22 16:36:18,372] DEBUG | Processing a MESSAGE_RECEIVED for session 11 | [NioProcessor-3] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2015-09-22 16:36:18,372] INFO | 服务端收到的数据为 : 伟少 like mina  | [NioProcessor-3] com.ds.mina.server.MinaServerHandler.messageReceived(47)
[VAMS][2015-09-22 16:36:18,373] INFO | 服务端信息发送成功... | [NioProcessor-3] com.ds.mina.server.MinaServerHandler.messageSent(63)
[VAMS][2015-09-22 16:36:18,374] DEBUG | Processing a MESSAGE_RECEIVED for session 1 | [NioProcessor-2] org.apache.mina.filter.codec.ProtocolCodecFilter.messageReceived(213)
[VAMS][2015-09-22 16:36:18,375] INFO | 客户端接收到信息为 : Tue Sep 22 16:36:18 CST 2015 | [NioProcessor-2] com.ds.mina.first.client.MinaClientHandler.messageReceived(41)
